Well,GFP,Strain,Plant,Leaf,vir
H4,413511.6279069768,B21,7,Bottom,virF
H5,761420.784883721,B21,8,Top,virF
H6,654465.8430232558,B21,8,Top,virF
H7,623085.7558139536,B21,8,Top,virF
H8,390488.37209302327,B21,8,Top,virF
H9,587970.9302325582,B21,8,Bottom,virF
H10,430507.99418604653,B21,8,Bottom,virF
H11,494407.70348837215,B21,8,Bottom,virF
H12,594201.3081395349,B21,8,Bottom,virF
A1,625623.546511628,C58,1,Top,virF
A2,722523.9825581396,C58,1,Top,virF
A3,943475.2906976745,C58,1,Top,virF
A4,844414.2441860465,C58,1,Top,virF
A5,725117.0058139536,C58,1,Bottom,virF
A6,582122.819767442,C58,1,Bottom,virF
A7,731988.3720930233,C58,1,Bottom,virF
A8,804572.6744186047,C58,1,Bottom,virF
A9,389406.25000000006,C58,2,Top,virF
A10,495113.37209302327,C58,2,Top,virF
A11,512937.50000000006,C58,2,Top,virF
A12,735340.8430232558,C58,2,Top,virF
B1,638468.75,C58,2,Bottom,virF
B2,531418.6046511629,C58,2,Bottom,virF
B3,530523.9825581396,C58,2,Bottom,virF
B4,545869.9127906978,C58,2,Bottom,virF
B5,833279.796511628,C58,3,Top,virF
B6,610460.7558139536,C58,3,Top,virF
B7,837498.546511628,C58,3,Top,virF
B8,587204.9418604652,C58,3,Top,virF
B9,554153.3430232558,C58,3,Bottom,virF
B10,638073.4011627907,C58,3,Bottom,virF
B11,577662.0639534884,C58,3,Bottom,virF
B12,619747.0930232558,C58,3,Bottom,virF
C1,323305.9593023256,C58,4,Top,virF
C2,549737.6453488372,C58,4,Top,virF
C3,446848.11046511633,C58,4,Top,virF
C4,371014.534883721,C58,4,Top,virF
C5,488682.4127906977,C58,4,Bottom,virF
C6,403017.44186046516,C58,4,Bottom,virF
C7,521651.1627906977,C58,4,Bottom,virF
C8,661420.0581395349,C58,4,Bottom,virF
C9,689119.9127906978,C58,5,Top,virF
C10,525413.5174418605,C58,5,Top,virF
C11,562284.1569767442,C58,5,Top,virF
C12,529869.1860465116,C58,5,Top,virF
D1,544093.023255814,C58,5,Bottom,virF
D2,377369.18604651163,C58,5,Bottom,virF
D3,399138.8081395349,C58,5,Bottom,virF
D4,627557.4127906978,C58,5,Bottom,virF
D5,472477.4709302326,C58,6,Top,virF
D6,493404.0697674419,C58,6,Top,virF
D7,458040.6976744186,C58,6,Top,virF
D8,513368.4593023256,C58,6,Top,virF
D9,561248.546511628,C58,6,Bottom,virF
D10,677840.1162790698,C58,6,Bottom,virF
D11,692031.25,C58,6,Bottom,virF
D12,440421.511627907,C58,6,Bottom,virF
E1,615720.9302325582,C58,7,Top,virF
E2,694687.5,C58,7,Top,virF
E3,501471.65697674424,C58,7,Top,virF
E4,731212.2093023256,C58,7,Top,virF
E5,500452.761627907,C58,7,Bottom,virF
E6,600343.023255814,C58,7,Bottom,virF
E7,545062.5,C58,7,Bottom,virF
E8,580561.046511628,C58,7,Bottom,virF
E9,264907.7034883721,C58,8,Top,virF
E10,465736.19186046516,C58,8,Top,virF
E11,432428.05232558143,C58,8,Top,virF
E12,330479.6511627907,C58,8,Top,virF
F1,466139.534883721,C58,8,Bottom,virF
F2,482962.9360465117,C58,8,Bottom,virF
F3,485497.0930232559,C58,8,Bottom,virF
F4,468337.9360465117,C58,8,Bottom,virF
F5,777837.2093023256,NCIB,1,Top,virF
F6,253520.3488372093,NCIB,1,Top,virF
F7,561300.8720930233,NCIB,1,Top,virF
F8,566542.8779069767,NCIB,1,Top,virF
F9,610885.9011627907,NCIB,1,Bottom,virF
F10,533019.6220930233,NCIB,1,Bottom,virF
F11,571157.7034883721,NCIB,1,Bottom,virF
F12,676481.1046511629,NCIB,1,Bottom,virF
G1,362289.9709302326,NCIB,2,Top,virF
G2,625651.1627906978,NCIB,2,Top,virF
G3,560936.773255814,NCIB,2,Top,virF
G4,588617.7325581396,NCIB,2,Top,virF
G5,834390.9883720931,NCIB,2,Bottom,virF
G6,567095.9302325582,NCIB,2,Bottom,virF
G7,315279.7965116279,NCIB,2,Bottom,virF
G8,413912.79069767444,NCIB,2,Bottom,virF
G9,694263.0813953489,NCIB,3,Top,virF
G10,541531.9767441861,NCIB,3,Top,virF
G11,339366.27906976745,NCIB,3,Top,virF
G12,493436.773255814,NCIB,3,Top,virF
H1,458459.30232558143,NCIB,3,Bottom,virF
H2,504316.86046511633,NCIB,3,Bottom,virF
H3,474977.4709302326,NCIB,3,Bottom,virF
H4,493388.8081395349,NCIB,3,Bottom,virF
H5,531194.0406976745,NCIB,4,Top,virF
H6,348608.284883721,NCIB,4,Top,virF
H7,494457.84883720934,NCIB,4,Top,virF
H8,272111.19186046516,NCIB,4,Top,virF
H9,533300.1453488372,NCIB,4,Bottom,virF
H10,420813.2267441861,NCIB,4,Bottom,virF
H11,426480.3779069768,NCIB,4,Bottom,virF
H12,686327.761627907,NCIB,4,Bottom,virF
A1,557223.8372093023,NCIB,5,Top,virF
A2,423593.023255814,NCIB,5,Top,virF
A3,626643.1686046512,NCIB,5,Top,virF
A4,502544.3313953489,NCIB,5,Top,virF
A5,814003.6337209303,NCIB,5,Bottom,virF
A6,637818.3139534884,NCIB,5,Bottom,virF
A7,884175.1453488372,NCIB,5,Bottom,virF
A8,350908.43023255817,NCIB,5,Bottom,virF
A9,801078.4883720931,NCIB,6,Top,virF
A10,868046.511627907,NCIB,6,Top,virF
A11,652373.546511628,NCIB,6,Top,virF
A12,445812.50000000006,NCIB,6,Top,virF
B1,1152470.2034883723,NCIB,6,Bottom,virF
B2,817468.023255814,NCIB,6,Bottom,virF
B3,655939.6802325582,NCIB,6,Bottom,virF
B4,811832.1220930233,NCIB,6,Bottom,virF
B5,555897.5290697674,NCIB,7,Top,virF
B6,408216.5697674419,NCIB,7,Top,virF
B7,368558.1395348837,NCIB,7,Top,virF
B8,543973.1104651163,NCIB,7,Top,virF
B9,399852.4709302326,NCIB,7,Bottom,virF
B10,104020.34883720931,NCIB,7,Bottom,virF
B11,138712.93604651163,NCIB,7,Bottom,virF
B12,416171.511627907,NCIB,7,Bottom,virF
C1,810179.5058139536,NCIB,8,Top,virF
C2,169996.36627906977,NCIB,8,Top,virF
C3,195970.93023255817,NCIB,8,Top,virF
C4,517206.39534883725,NCIB,8,Top,virF
C5,425092.29651162797,NCIB,8,Bottom,virF
C6,368005.8139534884,NCIB,8,Bottom,virF
C7,249959.3023255814,NCIB,8,Bottom,virF
C8,661467.296511628,NCIB,8,Bottom,virF
C9,458531.9767441861,pRi,1,Top,virF
C10,796170.784883721,pRi,1,Top,virF
C11,530343.023255814,pRi,1,Top,virF
C12,434417.8779069768,pRi,1,Top,virF
D1,912925.8720930234,pRi,1,Bottom,virF
D2,565964.3895348838,pRi,1,Bottom,virF
D3,751099.5639534885,pRi,1,Bottom,virF
D4,525191.8604651163,pRi,1,Bottom,virF
D5,601799.4186046512,pRi,2,Top,virF
D6,508480.3779069768,pRi,2,Top,virF
D7,628880.8139534884,pRi,2,Top,virF
D8,576309.5930232558,pRi,2,Top,virF
D9,602317.5872093023,pRi,2,Bottom,virF
D10,692730.3779069768,pRi,2,Bottom,virF
D11,549461.4825581396,pRi,2,Bottom,virF
D12,413925.14534883725,pRi,2,Bottom,virF
E1,793625.0000000001,pRi,3,Top,virF
E2,562080.6686046512,pRi,3,Top,virF
E3,584545.0581395349,pRi,3,Top,virF
E4,597273.2558139536,pRi,3,Top,virF
E5,660991.2790697674,pRi,3,Bottom,virF
E6,467302.32558139536,pRi,3,Bottom,virF
E7,749370.6395348838,pRi,3,Bottom,virF
E8,543460.7558139536,pRi,3,Bottom,virF
E9,365446.9476744186,pRi,4,Top,virF
E10,515837.9360465117,pRi,4,Top,virF
E11,445026.1627906977,pRi,4,Top,virF
E12,183125.72674418607,pRi,4,Top,virF
F1,597883.7209302326,pRi,4,Bottom,virF
F2,516437.50000000006,pRi,4,Bottom,virF
F3,518333.5755813954,pRi,4,Bottom,virF
F4,540956.3953488372,pRi,4,Bottom,virF
F5,526299.4186046512,pRi,5,Top,virF
F6,343832.84883720934,pRi,5,Top,virF
F7,601353.9244186047,pRi,5,Top,virF
F8,474409.15697674424,pRi,5,Top,virF
F9,552464.3895348838,pRi,5,Bottom,virF
F10,565760.1744186047,pRi,5,Bottom,virF
F11,652126.4534883721,pRi,5,Bottom,virF
F12,570520.3488372094,pRi,5,Bottom,virF
G1,739345.2034883721,pRi,6,Top,virF
G2,556563.9534883721,pRi,6,Top,virF
G3,533756.5406976745,pRi,6,Top,virF
G4,517987.64534883725,pRi,6,Top,virF
G5,549268.8953488372,pRi,6,Bottom,virF
G6,495924.4186046512,pRi,6,Bottom,virF
G7,650740.5523255814,pRi,6,Bottom,virF
G8,507757.2674418605,pRi,6,Bottom,virF
G9,408972.38372093026,pRi,7,Top,virF
G10,368688.95348837215,pRi,7,Top,virF
G11,427775.43604651163,pRi,7,Top,virF
G12,468432.4127906977,pRi,7,Top,virF
H1,521738.3720930233,pRi,7,Bottom,virF
H2,471609.73837209307,pRi,7,Bottom,virF
H3,539823.4011627907,pRi,7,Bottom,virF
H4,537881.5406976745,pRi,7,Bottom,virF
H5,463517.44186046516,pRi,8,Top,virF
H6,450475.29069767444,pRi,8,Top,virF
H7,558396.0755813954,pRi,8,Top,virF
H8,586156.9767441861,pRi,8,Top,virF
H9,404515.98837209307,pRi,8,Bottom,virF
H10,391823.4011627907,pRi,8,Bottom,virF
H11,500005.8139534884,pRi,8,Bottom,virF
H12,498763.8081395349,pRi,8,Bottom,virF
A1,659699.8546511629,WT,1,Top,virH1
A2,421111.9186046512,WT,1,Top,virH1
A3,538818.3139534884,WT,1,Top,virH1
A4,664179.5058139536,WT,1,Top,virH1
A5,550592.296511628,WT,1,Bottom,virH1
A6,545712.2093023256,WT,1,Bottom,virH1
A7,377928.05232558143,WT,1,Bottom,virH1
A8,354945.49418604653,WT,1,Bottom,virH1
A9,504860.4651162791,WT,2,Top,virH1
A10,493246.3662790698,WT,2,Top,virH1
A11,436839.3895348838,WT,2,Top,virH1
A12,439720.93023255817,WT,2,Top,virH1
B1,414952.761627907,WT,2,Bottom,virH1
B2,654605.3779069768,WT,2,Bottom,virH1
B3,709034.8837209303,WT,2,Bottom,virH1
B4,431572.6744186047,WT,2,Bottom,virH1
B5,237478.92441860467,WT,3,Top,virH1
B6,269356.8313953489,WT,3,Top,virH1
B7,214608.28488372095,WT,3,Top,virH1
B8,214457.8488372093,WT,3,Top,virH1
B9,401524.7093023256,WT,3,Bottom,virH1
B10,347242.73255813954,WT,3,Bottom,virH1
B11,222178.77906976745,WT,3,Bottom,virH1
B12,257550.87209302327,WT,3,Bottom,virH1
C1,505268.1686046512,WT,4,Top,virH1
C2,279056.68604651163,WT,4,Top,virH1
C3,548878.6337209303,WT,4,Top,virH1
C4,325058.1395348837,WT,4,Top,virH1
C5,388192.58720930235,WT,4,Bottom,virH1
C6,479726.0174418605,WT,4,Bottom,virH1
C7,636823.4011627907,WT,4,Bottom,virH1
C8,646199.1279069768,WT,4,Bottom,virH1
C9,661545.784883721,WT,5,Top,virH1
C10,707715.8430232558,WT,5,Top,virH1
C11,761742.0058139536,WT,5,Top,virH1
C12,645457.1220930233,WT,5,Top,virH1
D1,389389.534883721,WT,5,Bottom,virH1
D2,472534.88372093026,WT,5,Bottom,virH1
D3,492542.8779069768,WT,5,Bottom,virH1
D4,321110.4651162791,WT,5,Bottom,virH1
D5,410531.25000000006,WT,6,Top,virH1
D6,423689.68023255817,WT,6,Top,virH1
D7,464555.9593023256,WT,6,Top,virH1
D8,442601.0174418605,WT,6,Top,virH1
D9,682872.819767442,WT,6,Bottom,virH1
D10,847459.3023255814,WT,6,Bottom,virH1
D11,503377.90697674424,WT,6,Bottom,virH1
D12,397437.50000000006,WT,6,Bottom,virH1
E1,534739.0988372094,WT,7,Top,virH1
E2,518382.2674418605,WT,7,Top,virH1
E3,406650.43604651163,WT,7,Top,virH1
E4,466367.7325581396,WT,7,Top,virH1
E5,419072.6744186047,WT,7,Bottom,virH1
E6,329026.8895348837,WT,7,Bottom,virH1
E7,413329.94186046516,WT,7,Bottom,virH1
E8,433699.8546511628,WT,7,Bottom,virH1
E9,124071.94767441861,WT,8,Top,virH1
E10,461845.20348837215,WT,8,Top,virH1
E11,315211.48255813954,WT,8,Top,virH1
E12,392293.6046511628,WT,8,Top,virH1
F1,512874.273255814,WT,8,Bottom,virH1
F2,519726.0174418605,WT,8,Bottom,virH1
F3,575715.1162790698,WT,8,Bottom,virH1
F4,522107.5581395349,WT,8,Bottom,virH1
A1,385140.261627907,A4,1,Top,virH1
A2,355792.8779069768,A4,1,Top,virH1
A3,521306.6860465117,A4,1,Top,virH1
A4,436507.99418604653,A4,1,Top,virH1
A5,224856.83139534885,A4,1,Bottom,virH1
A6,479303.7790697675,A4,1,Bottom,virH1
A7,417039.24418604653,A4,1,Bottom,virH1
A8,299680.23255813954,A4,1,Bottom,virH1
A9,507226.0174418605,A4,2,Top,virH1
A10,473175.14534883725,A4,2,Top,virH1
A11,473648.9825581396,A4,2,Top,virH1
A12,592673.6918604652,A4,2,Top,virH1
B1,492257.2674418605,A4,2,Bottom,virH1
B2,680595.9302325582,A4,2,Bottom,virH1
B3,531217.296511628,A4,2,Bottom,virH1
B4,396657.70348837215,A4,2,Bottom,virH1
B5,515077.761627907,A4,3,Top,virH1
B6,578114.8255813954,A4,3,Top,virH1
B7,621345.2034883721,A4,3,Top,virH1
B8,318940.4069767442,A4,3,Top,virH1
B9,561515.9883720931,A4,3,Bottom,virH1
B10,579129.3604651163,A4,3,Bottom,virH1
B11,481671.511627907,A4,3,Bottom,virH1
B12,585111.1918604652,A4,3,Bottom,virH1
C1,472228.1976744186,A4,4,Top,virH1
C2,472712.9360465117,A4,4,Top,virH1
C3,174853.19767441862,A4,4,Top,virH1
C4,451330.6686046512,A4,4,Top,virH1
C5,669700.5813953489,A4,4,Bottom,virH1
C6,657863.3720930233,A4,4,Bottom,virH1
C7,662954.2151162791,A4,4,Bottom,virH1
C8,911680.2325581396,A4,4,Bottom,virH1
C9,504619.1860465117,A4,5,Top,virH1
C10,480327.034883721,A4,5,Top,virH1
C11,378452.761627907,A4,5,Top,virH1
C12,295137.3546511628,A4,5,Top,virH1
D1,484085.7558139535,A4,5,Bottom,virH1
D2,527084.3023255814,A4,5,Bottom,virH1
D3,560846.6569767442,A4,5,Bottom,virH1
D4,533577.0348837209,A4,5,Bottom,virH1
D5,611979.6511627907,A4,6,Top,virH1
D6,440351.74418604653,A4,6,Top,virH1
D7,730154.796511628,A4,6,Top,virH1
D8,610212.9360465116,A4,6,Top,virH1
D9,577257.9941860465,A4,6,Bottom,virH1
D10,479912.0639534884,A4,6,Bottom,virH1
D11,532594.4767441861,A4,6,Bottom,virH1
D12,610555.2325581396,A4,6,Bottom,virH1
E1,811029.796511628,A4,7,Top,virH1
E2,780465.8430232559,A4,7,Top,virH1
E3,717809.5930232558,A4,7,Top,virH1
E4,639969.4767441861,A4,7,Top,virH1
E5,654284.8837209303,A4,7,Bottom,virH1
E6,491682.4127906977,A4,7,Bottom,virH1
E7,401359.73837209307,A4,7,Bottom,virH1
E8,592838.6627906978,A4,7,Bottom,virH1
E9,345109.73837209307,A4,8,Top,virH1
E10,309556.68604651163,A4,8,Top,virH1
E11,521425.8720930233,A4,8,Top,virH1
E12,424941.86046511633,A4,8,Top,virH1
F1,562485.4651162791,A4,8,Bottom,virH1
F2,786416.4244186047,A4,8,Bottom,virH1
F3,635026.1627906978,A4,8,Bottom,virH1
F4,552431.6860465116,A4,8,Bottom,virH1
F5,921289.9709302327,Ach5,1,Top,virH1
F6,680466.569767442,Ach5,1,Top,virH1
F7,736713.6627906978,Ach5,1,Top,virH1
F8,773966.569767442,Ach5,1,Top,virH1
F9,541216.569767442,Ach5,1,Bottom,virH1
F10,472824.1279069768,Ach5,1,Bottom,virH1
F11,566764.534883721,Ach5,1,Bottom,virH1
F12,520726.74418604653,Ach5,1,Bottom,virH1
G1,575190.4069767442,Ach5,2,Top,virH1
G2,658223.1104651163,Ach5,2,Top,virH1
G3,636430.9593023256,Ach5,2,Top,virH1
G4,998814.6802325582,Ach5,2,Top,virH1
G5,668675.8720930233,Ach5,2,Bottom,virH1
G6,371192.58720930235,Ach5,2,Bottom,virH1
G7,822334.3023255814,Ach5,2,Bottom,virH1
G8,462089.3895348838,Ach5,2,Bottom,virH1
G9,705495.6395348838,Ach5,3,Top,virH1
G10,346904.7965116279,Ach5,3,Top,virH1
G11,568024.7093023256,Ach5,3,Top,virH1
G12,599266.7151162791,Ach5,3,Top,virH1
H1,740762.3546511629,Ach5,3,Bottom,virH1
H2,521722.38372093026,Ach5,3,Bottom,virH1
H3,675995.6395348838,Ach5,3,Bottom,virH1
H4,610244.9127906978,Ach5,3,Bottom,virH1
H5,1008860.4651162792,Ach5,4,Top,virH1
H6,774079.9418604652,Ach5,4,Top,virH1
H7,905292.1511627907,Ach5,4,Top,virH1
H8,776695.4941860465,Ach5,4,Top,virH1
H9,698375.0,Ach5,4,Bottom,virH1
H10,135238.37209302327,Ach5,4,Bottom,virH1
H11,628925.1453488372,Ach5,4,Bottom,virH1
H12,606812.5,Ach5,4,Bottom,virH1
A1,506804.5058139535,Ach5,5,Top,virH1
A2,391215.1162790698,Ach5,5,Top,virH1
A3,627188.2267441861,Ach5,5,Top,virH1
A4,422289.24418604653,Ach5,5,Top,virH1
A5,416922.9651162791,Ach5,5,Bottom,virH1
A6,256899.7093023256,Ach5,5,Bottom,virH1
A7,538513.8081395349,Ach5,5,Bottom,virH1
A8,435318.3139534884,Ach5,5,Bottom,virH1
A9,491274.7093023256,Ach5,6,Top,virH1
A10,645004.3604651163,Ach5,6,Top,virH1
A11,689971.6569767442,Ach5,6,Top,virH1
A12,853843.023255814,Ach5,6,Top,virH1
B1,439668.6046511628,Ach5,6,Bottom,virH1
B2,161563.9534883721,Ach5,6,Bottom,virH1
B3,419517.44186046516,Ach5,6,Bottom,virH1
B4,283889.534883721,Ach5,6,Bottom,virH1
B5,782268.8953488372,Ach5,7,Top,virH1
B6,630472.3837209303,Ach5,7,Top,virH1
B7,1021523.2558139536,Ach5,7,Top,virH1
B8,776486.1918604652,Ach5,7,Top,virH1
B9,457752.18023255817,Ach5,7,Bottom,virH1
B10,324873.5465116279,Ach5,7,Bottom,virH1
B11,526617.7325581396,Ach5,7,Bottom,virH1
B12,410688.2267441861,Ach5,7,Bottom,virH1
C1,476430.9593023256,Ach5,8,Top,virH1
C2,561289.9709302326,Ach5,8,Top,virH1
C3,592013.8081395349,Ach5,8,Top,virH1
C4,400098.11046511633,Ach5,8,Top,virH1
C5,573359.011627907,Ach5,8,Bottom,virH1
C6,581955.6686046512,Ach5,8,Bottom,virH1
C7,595959.3023255814,Ach5,8,Bottom,virH1
C8,515745.6395348838,Ach5,8,Bottom,virH1
C9,662164.9709302327,C58,1,Top,virH1
C10,399404.0697674419,C58,1,Top,virH1
C11,539175.1453488372,C58,1,Top,virH1
C12,551648.9825581396,C58,1,Top,virH1
D1,511494.9127906977,C58,1,Bottom,virH1
D2,416737.64534883725,C58,1,Bottom,virH1
D3,372907.70348837215,C58,1,Bottom,virH1
D4,470403.3430232559,C58,1,Bottom,virH1
D5,466317.58720930235,C58,2,Top,virH1
D6,539369.9127906978,C58,2,Top,virH1
D7,511726.0174418605,C58,2,Top,virH1
D8,507602.4709302326,C58,2,Top,virH1
D9,451981.8313953489,C58,2,Bottom,virH1
D10,467535.61046511633,C58,2,Bottom,virH1
D11,567039.9709302326,C58,2,Bottom,virH1
D12,477234.73837209307,C58,2,Bottom,virH1
E1,317959.30232558143,C58,3,Top,virH1
E2,287917.8779069768,C58,3,Top,virH1
E3,358183.1395348837,C58,3,Top,virH1
E4,469534.15697674424,C58,3,Top,virH1
E5,256853.92441860467,C58,3,Bottom,virH1
E6,454527.6162790698,C58,3,Bottom,virH1
E7,490494.1860465117,C58,3,Bottom,virH1
E8,479218.75000000006,C58,3,Bottom,virH1
E9,568312.5,C58,4,Top,virH1
E10,485524.7093023256,C58,4,Top,virH1
E11,576409.1569767442,C58,4,Top,virH1
E12,708723.8372093023,C58,4,Top,virH1
F1,402670.784883721,C58,4,Bottom,virH1
F2,498276.1627906977,C58,4,Bottom,virH1
F3,510686.04651162797,C58,4,Bottom,virH1
F4,714880.0872093023,C58,4,Bottom,virH1
F5,625632.2674418605,C58,5,Top,virH1
F6,777843.7500000001,C58,5,Top,virH1
F7,1077307.4127906978,C58,5,Top,virH1
F8,456344.4767441861,C58,5,Top,virH1
F9,714426.5988372094,C58,5,Bottom,virH1
F10,353045.784883721,C58,5,Bottom,virH1
F11,498938.2267441861,C58,5,Bottom,virH1
F12,573900.4360465116,C58,5,Bottom,virH1
G1,569600.2906976745,C58,6,Top,virH1
G2,497707.84883720934,C58,6,Top,virH1
G3,698925.8720930233,C58,6,Top,virH1
G4,512045.0581395349,C58,6,Top,virH1
G5,411949.8546511628,C58,6,Bottom,virH1
G6,592964.3895348838,C58,6,Bottom,virH1
G7,613946.2209302326,C58,6,Bottom,virH1
G8,501263.0813953489,C58,6,Bottom,virH1
G9,446485.4651162791,C58,7,Top,virH1
G10,320226.74418604653,C58,7,Top,virH1
G11,430225.29069767444,C58,7,Top,virH1
G12,462266.7151162791,C58,7,Top,virH1
H1,654479.6511627907,C58,7,Bottom,virH1
H2,451544.3313953489,C58,7,Bottom,virH1
H3,508865.55232558143,C58,7,Bottom,virH1
H4,570046.511627907,C58,7,Bottom,virH1
H5,781979.6511627907,C58,8,Top,virH1
H6,706735.4651162791,C58,8,Top,virH1
H7,544491.2790697674,C58,8,Top,virH1
H8,705589.3895348838,C58,8,Top,virH1
H9,486925.87209302327,C58,8,Bottom,virH1
H10,449398.2558139535,C58,8,Bottom,virH1
H11,362242.0058139535,C58,8,Bottom,virH1
H12,472151.1627906977,C58,8,Bottom,virH1
A1,366642.44186046516,NCIB,1,Top,virH1
A2,622131.5406976745,NCIB,1,Top,virH1
A3,515660.61046511633,NCIB,1,Top,virH1
A4,281195.49418604653,NCIB,1,Top,virH1
A5,374143.1686046512,NCIB,1,Bottom,virH1
A6,518728.1976744186,NCIB,1,Bottom,virH1
A7,299104.6511627907,NCIB,1,Bottom,virH1
A8,428688.2267441861,NCIB,1,Bottom,virH1
A9,716028.3430232558,NCIB,2,Top,virH1
A10,612818.3139534884,NCIB,2,Top,virH1
A11,508995.6395348838,NCIB,2,Top,virH1
A12,977239.8255813954,NCIB,2,Top,virH1
B1,248133.72093023258,NCIB,2,Bottom,virH1
B2,265321.9476744186,NCIB,2,Bottom,virH1
B3,385891.7151162791,NCIB,2,Bottom,virH1
B4,258845.20348837212,NCIB,2,Bottom,virH1
B5,637562.5,NCIB,3,Top,virH1
B6,712179.5058139536,NCIB,3,Top,virH1
B7,533078.4883720931,NCIB,3,Top,virH1
B8,524230.3779069768,NCIB,3,Top,virH1
B9,379680.23255813954,NCIB,3,Bottom,virH1
B10,389014.534883721,NCIB,3,Bottom,virH1
B11,461016.7151162791,NCIB,3,Bottom,virH1
B12,362082.84883720934,NCIB,3,Bottom,virH1
C1,502250.7267441861,NCIB,4,Top,virH1
C2,408736.19186046516,NCIB,4,Top,virH1
C3,430813.95348837215,NCIB,4,Top,virH1
C4,542393.8953488372,NCIB,4,Top,virH1
C5,278840.1162790698,NCIB,4,Bottom,virH1
C6,359784.88372093026,NCIB,4,Bottom,virH1
C7,277444.04069767444,NCIB,4,Bottom,virH1
C8,378965.1162790698,NCIB,4,Bottom,virH1
C9,563427.3255813954,NCIB,5,Top,virH1
C10,513325.5813953489,NCIB,5,Top,virH1
C11,513021.80232558143,NCIB,5,Top,virH1
C12,536144.6220930233,NCIB,5,Top,virH1
D1,441555.9593023256,NCIB,5,Bottom,virH1
D2,383825.5813953489,NCIB,5,Bottom,virH1
D3,420364.82558139536,NCIB,5,Bottom,virH1
D4,586707.8488372094,NCIB,5,Bottom,virH1
D5,671102.4709302327,NCIB,6,Top,virH1
D6,501467.29651162797,NCIB,6,Top,virH1
D7,568699.1279069767,NCIB,6,Top,virH1
D8,611834.3023255814,NCIB,6,Top,virH1
D9,567089.3895348838,NCIB,6,Bottom,virH1
D10,516185.3197674419,NCIB,6,Bottom,virH1
D11,415762.3546511628,NCIB,6,Bottom,virH1
D12,575001.4534883721,NCIB,6,Bottom,virH1
E1,570509.4476744187,NCIB,7,Top,virH1
E2,490035.61046511633,NCIB,7,Top,virH1
E3,500837.2093023256,NCIB,7,Top,virH1
E4,632212.2093023256,NCIB,7,Top,virH1
E5,637146.0755813954,NCIB,7,Bottom,virH1
E6,571734.011627907,NCIB,7,Bottom,virH1
E7,564078.4883720931,NCIB,7,Bottom,virH1
E8,715593.75,NCIB,7,Bottom,virH1
E9,621068.3139534884,NCIB,8,Top,virH1
E10,443276.8895348838,NCIB,8,Top,virH1
E11,555077.0348837209,NCIB,8,Top,virH1
E12,453959.30232558143,NCIB,8,Top,virH1
F1,520154.79651162797,NCIB,8,Bottom,virH1
F2,506353.1976744186,NCIB,8,Bottom,virH1
F3,439452.761627907,NCIB,8,Bottom,virH1
F4,483335.0290697675,NCIB,8,Bottom,virH1
F5,516744.9127906977,Q15,1,Top,virH1
F6,387515.98837209307,Q15,1,Top,virH1
F7,452970.93023255817,Q15,1,Top,virH1
F8,611507.2674418605,Q15,1,Top,virH1
F9,505760.9011627907,Q15,1,Bottom,virH1
F10,359604.6511627907,Q15,1,Bottom,virH1
F11,531748.546511628,Q15,1,Bottom,virH1
F12,380082.84883720934,Q15,1,Bottom,virH1
G1,624104.6511627907,Q15,2,Top,virH1
G2,663273.9825581396,Q15,2,Top,virH1
G3,607643.8953488372,Q15,2,Top,virH1
G4,562977.4709302326,Q15,2,Top,virH1
G5,477465.8430232559,Q15,2,Bottom,virH1
G6,705909.8837209303,Q15,2,Bottom,virH1
G7,511223.83720930235,Q15,2,Bottom,virH1
G8,554140.9883720931,Q15,2,Bottom,virH1
G9,677203.4883720931,Q15,3,Top,virH1
G10,607965.8430232558,Q15,3,Top,virH1
G11,569592.296511628,Q15,3,Top,virH1
G12,613449.8546511629,Q15,3,Top,virH1
H1,723187.5,Q15,3,Bottom,virH1
H2,583063.2267441861,Q15,3,Bottom,virH1
H3,625556.6860465116,Q15,3,Bottom,virH1
H4,627084.3023255814,Q15,3,Bottom,virH1
H5,721204.9418604652,Q15,4,Top,virH1
H6,490975.29069767444,Q15,4,Top,virH1
H7,508971.65697674424,Q15,4,Top,virH1
H8,575916.4244186047,Q15,4,Top,virH1
H9,352545.0581395349,Q15,4,Bottom,virH1
H10,405101.74418604653,Q15,4,Bottom,virH1
H11,415953.48837209307,Q15,4,Bottom,virH1
H12,314137.3546511628,Q15,4,Bottom,virH1
A1,520292.8779069768,Q15,5,Top,virH1
A2,559763.0813953489,Q15,5,Top,virH1
A3,461566.86046511633,Q15,5,Top,virH1
A4,488394.62209302327,Q15,5,Top,virH1
A5,466625.00000000006,Q15,5,Bottom,virH1
A6,339902.6162790698,Q15,5,Bottom,virH1
A7,527138.8081395349,Q15,5,Bottom,virH1
A8,396241.27906976745,Q15,5,Bottom,virH1
A9,779242.7325581396,Q15,6,Top,virH1
A10,723029.796511628,Q15,6,Top,virH1
A11,541640.9883720931,Q15,6,Top,virH1
A12,738883.7209302327,Q15,6,Top,virH1
B1,333240.55232558143,Q15,6,Bottom,virH1
B2,392736.9186046512,Q15,6,Bottom,virH1
B3,363614.82558139536,Q15,6,Bottom,virH1
B4,281424.4186046512,Q15,6,Bottom,virH1
B5,280156.9767441861,Q15,7,Top,virH1
B6,663114.0988372094,Q15,7,Top,virH1
B7,826134.4476744187,Q15,7,Top,virH1
B8,570743.4593023256,Q15,7,Top,virH1
