Well,GFP,Strain,Plant,Leaf,Induction,GFP_log,ID
A9,164906,ΔvirD4,2,Top,0.2mM,17.331284365709273,ΔvirD4_0.2mM
A10,213827,ΔvirD4,2,Top,0.2mM,17.706084508536897,ΔvirD4_0.2mM
A11,80455,ΔvirD4,2,Top,0.2mM,16.295894461791566,ΔvirD4_0.2mM
A12,104024,ΔvirD4,2,Top,0.2mM,16.666556894018953,ΔvirD4_0.2mM
B1,17424,ΔvirD4,2,Bottom,0.2mM,14.088788238716907,ΔvirD4_0.2mM
B2,136792,ΔvirD4,2,Bottom,0.2mM,17.061624334062575,ΔvirD4_0.2mM
B3,154882,ΔvirD4,2,Bottom,0.2mM,17.240809961884658,ΔvirD4_0.2mM
B4,286918,ΔvirD4,2,Bottom,0.2mM,18.130278953857932,ΔvirD4_0.2mM
B5,124439,ΔvirD4,3,Top,0.2mM,16.925079180875958,ΔvirD4_0.2mM
B6,189706,ΔvirD4,3,Top,0.2mM,17.533405783304048,ΔvirD4_0.2mM
B7,167541,ΔvirD4,3,Top,0.2mM,17.354154664088075,ΔvirD4_0.2mM
B8,145813,ΔvirD4,3,Top,0.2mM,17.15375982372753,ΔvirD4_0.2mM
B9,152303,ΔvirD4,3,Bottom,0.2mM,17.216584834137894,ΔvirD4_0.2mM
B10,227849,ΔvirD4,3,Bottom,0.2mM,17.7977185132086,ΔvirD4_0.2mM
B11,230694,ΔvirD4,3,Bottom,0.2mM,17.815620956642313,ΔvirD4_0.2mM
B12,148942,ΔvirD4,3,Bottom,0.2mM,17.184391109804835,ΔvirD4_0.2mM
C1,454411,ΔvirD4,4,Top,0.2mM,18.79363823325249,ΔvirD4_0.2mM
C2,195508,ΔvirD4,4,Top,0.2mM,17.576868116875776,ΔvirD4_0.2mM
C3,323471,ΔvirD4,4,Top,0.2mM,18.303276851162853,ΔvirD4_0.2mM
C4,339184,ΔvirD4,4,Top,0.2mM,18.371708591080008,ΔvirD4_0.2mM
C5,120443,ΔvirD4,4,Bottom,0.2mM,16.877991022776605,ΔvirD4_0.2mM
C6,225198,ΔvirD4,4,Bottom,0.2mM,17.78083448923109,ΔvirD4_0.2mM
C7,274947,ΔvirD4,4,Bottom,0.2mM,18.06879401959647,ΔvirD4_0.2mM
C8,129681,ΔvirD4,4,Bottom,0.2mM,16.98460759540088,ΔvirD4_0.2mM
C9,145041,ΔvirD4,5,Top,0.2mM,17.146101251474235,ΔvirD4_0.2mM
C10,302904,ΔvirD4,5,Top,0.2mM,18.208501104211102,ΔvirD4_0.2mM
C11,300581,ΔvirD4,5,Top,0.2mM,18.197394292499798,ΔvirD4_0.2mM
C12,243558,ΔvirD4,5,Top,0.2mM,17.893905845711153,ΔvirD4_0.2mM
D1,144419,ΔvirD4,5,Bottom,0.2mM,17.13990103246914,ΔvirD4_0.2mM
D2,203999,ΔvirD4,5,Bottom,0.2mM,17.638202554581735,ΔvirD4_0.2mM
D3,124906,ΔvirD4,5,Bottom,0.2mM,16.930483254523896,ΔvirD4_0.2mM
D4,211464,ΔvirD4,5,Bottom,0.2mM,17.690052551767163,ΔvirD4_0.2mM
E1,95630,ΔvirD4,1,Top,2mM,16.54517565530483,ΔvirD4_2mM
E2,84593,ΔvirD4,1,Top,2mM,16.368250666025748,ΔvirD4_2mM
E3,175536,ΔvirD4,1,Top,2mM,17.421407412062525,ΔvirD4_2mM
E4,55796,ΔvirD4,1,Top,2mM,15.767874078897615,ΔvirD4_2mM
E5,90564,ΔvirD4,1,Bottom,2mM,16.46665005959116,ΔvirD4_2mM
E6,63484,ΔvirD4,1,Bottom,2mM,15.954105411918466,ΔvirD4_2mM
E7,82498,ΔvirD4,1,Bottom,2mM,16.33207152405873,ΔvirD4_2mM
E8,63252,ΔvirD4,1,Bottom,2mM,15.948823477450688,ΔvirD4_2mM
E9,105105,ΔvirD4,2,Top,2mM,16.681471776502118,ΔvirD4_2mM
E10,103202,ΔvirD4,2,Top,2mM,16.65511140413328,ΔvirD4_2mM
E11,92580,ΔvirD4,2,Top,2mM,16.498412942179254,ΔvirD4_2mM
E12,91174,ΔvirD4,2,Top,2mM,16.476334850661946,ΔvirD4_2mM
F1,39688,ΔvirD4,2,Bottom,2mM,15.276415241892678,ΔvirD4_2mM
F2,38979,ΔvirD4,2,Bottom,2mM,15.25040945850988,ΔvirD4_2mM
F3,51211,ΔvirD4,2,Bottom,2mM,15.644166110496343,ΔvirD4_2mM
F4,27829,ΔvirD4,2,Bottom,2mM,14.764301447724494,ΔvirD4_2mM
F5,79209,ΔvirD4,3,Top,2mM,16.2733767431584,ΔvirD4_2mM
F6,76949,ΔvirD4,3,Top,2mM,16.231614957507546,ΔvirD4_2mM
F7,60333,ΔvirD4,3,Top,2mM,15.880659700311284,ΔvirD4_2mM
F8,72362,ΔvirD4,3,Top,2mM,16.142944662442364,ΔvirD4_2mM
F9,84446,ΔvirD4,3,Bottom,2mM,16.365741467267227,ΔvirD4_2mM
F10,42049,ΔvirD4,3,Bottom,2mM,15.359783870584074,ΔvirD4_2mM
F11,67843,ΔvirD4,3,Bottom,2mM,16.049912346464534,ΔvirD4_2mM
F12,84722,ΔvirD4,3,Bottom,2mM,16.370449026434283,ΔvirD4_2mM
G1,62728,ΔvirD4,4,Top,2mM,15.93682194449238,ΔvirD4_2mM
G2,105422,ΔvirD4,4,Top,2mM,16.68581644178111,ΔvirD4_2mM
G3,83576,ΔvirD4,4,Top,2mM,16.350801091568734,ΔvirD4_2mM
G4,76610,ΔvirD4,4,Top,2mM,16.225245100796077,ΔvirD4_2mM
G5,80851,ΔvirD4,4,Bottom,2mM,16.302977997232542,ΔvirD4_2mM
G6,87965,ΔvirD4,4,Bottom,2mM,16.42464198999734,ΔvirD4_2mM
G7,81002,ΔvirD4,4,Bottom,2mM,16.305669909206713,ΔvirD4_2mM
G8,78026,ΔvirD4,4,Bottom,2mM,16.25166732173938,ΔvirD4_2mM
G9,45031,ΔvirD4,5,Top,2mM,15.458630895404243,ΔvirD4_2mM
G10,36664,ΔvirD4,5,Top,2mM,15.162076570374312,ΔvirD4_2mM
G11,40066,ΔvirD4,5,Top,2mM,15.290090864655877,ΔvirD4_2mM
G12,49176,ΔvirD4,5,Top,2mM,15.585666769732402,ΔvirD4_2mM
H1,53135,ΔvirD4,5,Bottom,2mM,15.697374856256538,ΔvirD4_2mM
H2,23028,ΔvirD4,5,Bottom,2mM,14.491101496916537,ΔvirD4_2mM
H3,51134,ΔvirD4,5,Bottom,2mM,15.641995266017208,ΔvirD4_2mM
H4,18319,ΔvirD4,5,Bottom,2mM,14.16105313110564,ΔvirD4_2mM
A1,135582,ΔvirD5,1,Top,0mM,17.048806132007954,ΔvirD5_0mM
A2,111439,ΔvirD5,1,Top,0mM,16.76589469149513,ΔvirD5_0mM
A3,202988,ΔvirD5,1,Top,0mM,17.63103491686103,ΔvirD5_0mM
A4,154523,ΔvirD5,1,Top,0mM,17.23746206671746,ΔvirD5_0mM
A5,255122,ΔvirD5,1,Bottom,0mM,17.960827787028194,ΔvirD5_0mM
A6,317441,ΔvirD5,1,Bottom,0mM,18.276128950047323,ΔvirD5_0mM
A7,138467,ΔvirD5,1,Bottom,0mM,17.079182662920132,ΔvirD5_0mM
A8,291730,ΔvirD5,1,Bottom,0mM,18.154274227576437,ΔvirD5_0mM
A9,275943,ΔvirD5,2,Top,0mM,18.074010762780784,ΔvirD5_0mM
A10,164326,ΔvirD5,2,Top,0mM,17.326201238981927,ΔvirD5_0mM
A11,245157,ΔvirD5,2,Top,0mM,17.90334643010939,ΔvirD5_0mM
A12,150767,ΔvirD5,2,Top,0mM,17.201961159367592,ΔvirD5_0mM
B1,67524,ΔvirD5,2,Bottom,0mM,16.043112748778714,ΔvirD5_0mM
B2,102205,ΔvirD5,2,Bottom,0mM,16.641106250935,ΔvirD5_0mM
B3,179288,ΔvirD5,2,Bottom,0mM,17.451919404250198,ΔvirD5_0mM
B4,137268,ΔvirD5,2,Bottom,0mM,17.06663581716843,ΔvirD5_0mM
B5,321091,ΔvirD5,3,Top,0mM,18.29262270213725,ΔvirD5_0mM
B6,138815,ΔvirD5,3,Top,0mM,17.082803944776373,ΔvirD5_0mM
B7,218246,ΔvirD5,3,Top,0mM,17.735595686902997,ΔvirD5_0mM
B8,160182,ΔvirD5,3,Top,0mM,17.289352512509588,ΔvirD5_0mM
B9,313649,ΔvirD5,3,Bottom,0mM,18.258791437380882,ΔvirD5_0mM
B10,268136,ΔvirD5,3,Bottom,0mM,18.03260540332378,ΔvirD5_0mM
B11,356541,ΔvirD5,3,Bottom,0mM,18.443708461612502,ΔvirD5_0mM
B12,258465,ΔvirD5,3,Bottom,0mM,17.979609405866317,ΔvirD5_0mM
C1,296944,ΔvirD5,4,Top,0mM,18.17983135650696,ΔvirD5_0mM
C2,296606,ΔvirD5,4,Top,0mM,18.178188256594467,ΔvirD5_0mM
C3,172943,ΔvirD5,4,Top,0mM,17.39993709514584,ΔvirD5_0mM
C4,184838,ΔvirD5,4,Top,0mM,17.49590185876558,ΔvirD5_0mM
C5,194215,ΔvirD5,4,Bottom,0mM,17.5672951045961,ΔvirD5_0mM
C6,204478,ΔvirD5,4,Bottom,0mM,17.64158610489836,ΔvirD5_0mM
C7,193336,ΔvirD5,4,Bottom,0mM,17.560750773060573,ΔvirD5_0mM
C8,111422,ΔvirD5,4,Bottom,0mM,16.765674591829935,ΔvirD5_0mM
C9,61460,ΔvirD5,5,Top,0mM,15.907360146480325,ΔvirD5_0mM
C10,110209,ΔvirD5,5,Top,0mM,16.749882517993676,ΔvirD5_0mM
C11,176003,ΔvirD5,5,Top,0mM,17.425240494482544,ΔvirD5_0mM
C12,192260,ΔvirD5,5,Top,0mM,17.552699113327208,ΔvirD5_0mM
D1,146114,ΔvirD5,5,Bottom,0mM,17.15673489188632,ΔvirD5_0mM
D2,125727,ΔvirD5,5,Bottom,0mM,16.939934977681563,ΔvirD5_0mM
D3,157182,ΔvirD5,5,Bottom,0mM,17.26207648848628,ΔvirD5_0mM
D4,113772,ΔvirD5,5,Bottom,0mM,16.795786019502003,ΔvirD5_0mM
E1,211830,ΔvirD5,1,Top,0.2mM,17.69254739703571,ΔvirD5_0.2mM
E2,126530,ΔvirD5,1,Top,0.2mM,16.949119959909133,ΔvirD5_0.2mM
E3,308097,ΔvirD5,1,Top,0.2mM,18.233025109082188,ΔvirD5_0.2mM
E4,222928,ΔvirD5,1,Top,0.2mM,17.766218306486167,ΔvirD5_0.2mM
E5,198776,ΔvirD5,1,Bottom,0.2mM,17.600784052407583,ΔvirD5_0.2mM
E6,156951,ΔvirD5,1,Bottom,0.2mM,17.259954695395354,ΔvirD5_0.2mM
E7,145455,ΔvirD5,1,Bottom,0.2mM,17.150213364214473,ΔvirD5_0.2mM
E8,173505,ΔvirD5,1,Bottom,0.2mM,17.40461771286724,ΔvirD5_0.2mM
E9,119396,ΔvirD5,2,Top,0.2mM,16.865394978737783,ΔvirD5_0.2mM
E10,118273,ΔvirD5,2,Top,0.2mM,16.85176123947597,ΔvirD5_0.2mM
E11,146832,ΔvirD5,2,Top,0.2mM,17.163806892279357,ΔvirD5_0.2mM
E12,92084,ΔvirD5,2,Top,0.2mM,16.49066288303289,ΔvirD5_0.2mM
F1,80029,ΔvirD5,2,Bottom,0.2mM,16.2882352617351,ΔvirD5_0.2mM
F2,92084,ΔvirD5,2,Bottom,0.2mM,16.49066288303289,ΔvirD5_0.2mM
F3,114824,ΔvirD5,2,Bottom,0.2mM,16.809064693647112,ΔvirD5_0.2mM
F4,130163,ΔvirD5,2,Bottom,0.2mM,16.98995988221359,ΔvirD5_0.2mM
F5,267911,ΔvirD5,3,Top,0.2mM,18.031394291599387,ΔvirD5_0.2mM
F6,452832,ΔvirD5,3,Top,0.2mM,18.78861638625075,ΔvirD5_0.2mM
F7,215076,ΔvirD5,3,Top,0.2mM,17.714487020058936,ΔvirD5_0.2mM
F8,203990,ΔvirD5,3,Top,0.2mM,17.638138904555042,ΔvirD5_0.2mM
F9,320129,ΔvirD5,3,Bottom,0.2mM,18.288293848793288,ΔvirD5_0.2mM
F10,321605,ΔvirD5,3,Bottom,0.2mM,18.294930310739506,ΔvirD5_0.2mM
F11,269471,ΔvirD5,3,Bottom,0.2mM,18.039770495439157,ΔvirD5_0.2mM
F12,320887,ΔvirD5,3,Bottom,0.2mM,18.291705817763496,ΔvirD5_0.2mM
G1,197439,ΔvirD5,4,Top,0.2mM,17.59104746701341,ΔvirD5_0.2mM
G2,260783,ΔvirD5,4,Top,0.2mM,17.99249030023634,ΔvirD5_0.2mM
G3,205426,ΔvirD5,4,Top,0.2mM,17.64825926416112,ΔvirD5_0.2mM
G4,223871,ΔvirD5,4,Top,0.2mM,17.77230812962195,ΔvirD5_0.2mM
G5,183588,ΔvirD5,4,Bottom,0.2mM,17.486112236313378,ΔvirD5_0.2mM
G6,230822,ΔvirD5,4,Bottom,0.2mM,17.816421210457865,ΔvirD5_0.2mM
G7,114037,ΔvirD5,4,Bottom,0.2mM,16.79914246598375,ΔvirD5_0.2mM
G8,62939,ΔvirD5,4,Bottom,0.2mM,15.941666636252169,ΔvirD5_0.2mM
G9,239364,ΔvirD5,5,Top,0.2mM,17.868846663782126,ΔvirD5_0.2mM
G10,392479,ΔvirD5,5,Top,0.2mM,18.582255937596823,ΔvirD5_0.2mM
G11,189877,ΔvirD5,5,Top,0.2mM,17.534705635345265,ΔvirD5_0.2mM
G12,204497,ΔvirD5,5,Top,0.2mM,17.641720153218166,ΔvirD5_0.2mM
H1,169075,ΔvirD5,5,Bottom,0.2mM,17.36730382819764,ΔvirD5_0.2mM
H2,280126,ΔvirD5,5,Bottom,0.2mM,18.095716368346388,ΔvirD5_0.2mM
H3,212793,ΔvirD5,5,Bottom,0.2mM,17.69909116742164,ΔvirD5_0.2mM
H4,199831,ΔvirD5,5,Bottom,0.2mM,17.608420881776762,ΔvirD5_0.2mM
A1,38804,ΔvirD5,1,Top,2mM,15.243917755743324,ΔvirD5_2mM
A2,84695,ΔvirD5,1,Top,2mM,16.36998918159659,ΔvirD5_2mM
A3,28544,ΔvirD5,1,Top,2mM,14.800899899920305,ΔvirD5_2mM
A4,27325,ΔvirD5,1,Top,2mM,14.737933875446629,ΔvirD5_2mM
A5,61898,ΔvirD5,1,Bottom,2mM,15.917605174502777,ΔvirD5_2mM
A6,45502,ΔvirD5,1,Bottom,2mM,15.473642338633717,ΔvirD5_2mM
A7,39134,ΔvirD5,1,Bottom,2mM,15.25613495938257,ΔvirD5_2mM
A8,55889,ΔvirD5,1,Bottom,2mM,15.770276741203446,ΔvirD5_2mM
A9,84369,ΔvirD5,2,Top,2mM,16.364425381305054,ΔvirD5_2mM
A10,20168,ΔvirD5,2,Top,2mM,14.29978040285854,ΔvirD5_2mM
A11,47004,ΔvirD5,2,Top,2mM,15.520495913671903,ΔvirD5_2mM
A12,28574,ΔvirD5,2,Top,2mM,14.802415389090323,ΔvirD5_2mM
B1,21458,ΔvirD5,2,Bottom,2mM,14.389227995040693,ΔvirD5_2mM
B2,44643,ΔvirD5,2,Bottom,2mM,15.446146358770676,ΔvirD5_2mM
B3,60419,ΔvirD5,2,Bottom,2mM,15.882714685644766,ΔvirD5_2mM
B4,39634,ΔvirD5,2,Bottom,2mM,15.274450955963351,ΔvirD5_2mM
B5,71284,ΔvirD5,3,Top,2mM,16.121290673455455,ΔvirD5_2mM
B6,26883,ΔvirD5,3,Top,2mM,14.714406523753103,ΔvirD5_2mM
B7,75814,ΔvirD5,3,Top,2mM,16.21017666416714,ΔvirD5_2mM
B8,37360,ΔvirD5,3,Top,2mM,15.189206834597025,ΔvirD5_2mM
B9,52098,ΔvirD5,3,Bottom,2mM,15.668940369222812,ΔvirD5_2mM
B10,63466,ΔvirD5,3,Bottom,2mM,15.953696297922246,ΔvirD5_2mM
B11,68253,ΔvirD5,3,Bottom,2mM,16.058604839354874,ΔvirD5_2mM
B12,37387,ΔvirD5,3,Bottom,2mM,15.190249090949738,ΔvirD5_2mM
C1,48086,ΔvirD5,4,Top,2mM,15.55332930118465,ΔvirD5_2mM
C2,37194,ΔvirD5,4,Top,2mM,15.182782289366664,ΔvirD5_2mM
C3,59989,ΔvirD5,4,Top,2mM,15.87241036193152,ΔvirD5_2mM
C4,5550,ΔvirD5,4,Top,2mM,12.43827205612483,ΔvirD5_2mM
C5,80484,ΔvirD5,4,Bottom,2mM,16.29641438743592,ΔvirD5_2mM
C6,47812,ΔvirD5,4,Bottom,2mM,15.545085135156251,ΔvirD5_2mM
C7,30642,ΔvirD5,4,Bottom,2mM,14.903222844433571,ΔvirD5_2mM
C8,42066,ΔvirD5,4,Bottom,2mM,15.360367020225137,ΔvirD5_2mM
C9,20949,ΔvirD5,5,Top,2mM,14.354593758105397,ΔvirD5_2mM
C10,60080,ΔvirD5,5,Top,2mM,15.874597192401634,ΔvirD5_2mM
C11,36484,ΔvirD5,5,Top,2mM,15.154976290625738,ΔvirD5_2mM
C12,28852,ΔvirD5,5,Top,2mM,14.816383708474726,ΔvirD5_2mM
D1,76548,ΔvirD5,5,Bottom,2mM,16.22407706390057,ΔvirD5_2mM
D2,49077,ΔvirD5,5,Bottom,2mM,15.582759441561585,ΔvirD5_2mM
D3,45969,ΔvirD5,5,Bottom,2mM,15.488373661959706,ΔvirD5_2mM
D4,60545,ΔvirD5,5,Bottom,2mM,15.885720202011544,ΔvirD5_2mM
E1,125300,ΔvirE3,1,Top,0mM,16.935026889096584,ΔvirE3_0mM
E2,195612,ΔvirE3,1,Top,0mM,17.57763535091029,ΔvirE3_0mM
E3,122436,ΔvirE3,1,Top,0mM,16.901668292150156,ΔvirE3_0mM
E4,110789,ΔvirE3,1,Top,0mM,16.757455120866737,ΔvirE3_0mM
E5,184426,ΔvirE3,1,Bottom,0mM,17.492682532736016,ΔvirE3_0mM
E6,190987,ΔvirE3,1,Bottom,0mM,17.5431149154527,ΔvirE3_0mM
E7,249339,ΔvirE3,1,Bottom,0mM,17.927749031979634,ΔvirE3_0mM
E8,197134,ΔvirE3,1,Bottom,0mM,17.58881709608022,ΔvirE3_0mM
E9,288016,ΔvirE3,2,Top,0mM,18.135789433602593,ΔvirE3_0mM
E10,428144,ΔvirE3,2,Top,0mM,18.70773658215073,ΔvirE3_0mM
E11,378610,ΔvirE3,2,Top,0mM,18.53035299102487,ΔvirE3_0mM
E12,401417,ΔvirE3,2,Top,0mM,18.61474219053035,ΔvirE3_0mM
F1,147408,ΔvirE3,2,Bottom,0mM,17.16945529769703,ΔvirE3_0mM
F2,224973,ΔvirE3,2,Bottom,0mM,17.77939234208598,ΔvirE3_0mM
F3,349989,ΔvirE3,2,Bottom,0mM,18.416950053937743,ΔvirE3_0mM
F4,258061,ΔvirE3,2,Bottom,0mM,17.977352602083453,ΔvirE3_0mM
F5,203856,ΔvirE3,3,Top,0mM,17.637190894068556,ΔvirE3_0mM
F6,199899,ΔvirE3,3,Top,0mM,17.608911729417553,ΔvirE3_0mM
F7,196491,ΔvirE3,3,Top,0mM,17.58410370777196,ΔvirE3_0mM
F8,187581,ΔvirE3,3,Top,0mM,17.517154179720993,ΔvirE3_0mM
F9,118190,ΔvirE3,3,Bottom,0mM,16.850748449370865,ΔvirE3_0mM
F10,208645,ΔvirE3,3,Bottom,0mM,17.670690822492535,ΔvirE3_0mM
F11,176375,ΔvirE3,3,Bottom,0mM,17.42828655725935,ΔvirE3_0mM
F12,202118,ΔvirE3,3,Bottom,0mM,17.62483828380594,ΔvirE3_0mM
G1,238119,ΔvirE3,4,Top,0mM,17.861323215213684,ΔvirE3_0mM
G2,323853,ΔvirE3,4,Top,0mM,18.304979582931157,ΔvirE3_0mM
G3,199882,ΔvirE3,4,Top,0mM,17.608789033162804,ΔvirE3_0mM
G4,319840,ΔvirE3,4,Top,0mM,18.28699085163199,ΔvirE3_0mM
G5,256054,ΔvirE3,4,Bottom,0mM,17.966088571055696,ΔvirE3_0mM
G6,265156,ΔvirE3,4,Bottom,0mM,18.01648186886044,ΔvirE3_0mM
G7,245767,ΔvirE3,4,Bottom,0mM,17.906931687411358,ΔvirE3_0mM
G8,214767,ΔvirE3,4,Bottom,0mM,17.71241280763986,ΔvirE3_0mM
G9,148251,ΔvirE3,5,Top,0mM,17.17768231067639,ΔvirE3_0mM
G10,215380,ΔvirE3,5,Top,0mM,17.716524763128355,ΔvirE3_0mM
G11,406454,ΔvirE3,5,Top,0mM,18.632732560495846,ΔvirE3_0mM
G12,213410,ΔvirE3,5,Top,0mM,17.703268254218614,ΔvirE3_0mM
H1,187168,ΔvirE3,5,Bottom,0mM,17.513974273740658,ΔvirE3_0mM
H2,157391,ΔvirE3,5,Bottom,0mM,17.263993520831153,ΔvirE3_0mM
H3,197320,ΔvirE3,5,Bottom,0mM,17.590177666881853,ΔvirE3_0mM
H4,371030,ΔvirE3,5,Bottom,0mM,18.501176316542786,ΔvirE3_0mM
A1,289025,ΔvirE3,1,Top,0.2mM,18.1408347623742,ΔvirE3_0.2mM
A2,442131,ΔvirE3,1,Top,0.2mM,18.754114366788812,ΔvirE3_0.2mM
A3,369330,ΔvirE3,1,Top,0.2mM,18.494550929217997,ΔvirE3_0.2mM
A4,385226,ΔvirE3,1,Top,0.2mM,18.55534555250189,ΔvirE3_0.2mM
A5,198447,ΔvirE3,1,Bottom,0.2mM,17.598394227160867,ΔvirE3_0.2mM
A6,177972,ΔvirE3,1,Bottom,0.2mM,17.441290756984387,ΔvirE3_0.2mM
A7,344438,ΔvirE3,1,Bottom,0.2mM,18.393884790770034,ΔvirE3_0.2mM
A8,258267,ΔvirE3,1,Bottom,0.2mM,17.978503789678133,ΔvirE3_0.2mM
A9,294423,ΔvirE3,2,Top,0.2mM,18.16753085197928,ΔvirE3_0.2mM
A10,398862,ΔvirE3,2,Top,0.2mM,18.605530157343047,ΔvirE3_0.2mM
A11,574836,ΔvirE3,2,Top,0.2mM,19.132790890085783,ΔvirE3_0.2mM
A12,431278,ΔvirE3,2,Top,0.2mM,18.71825859880875,ΔvirE3_0.2mM
B1,260730,ΔvirE3,2,Bottom,0.2mM,17.992197065600077,ΔvirE3_0.2mM
B2,201378,ΔvirE3,2,Bottom,0.2mM,17.619546555872116,ΔvirE3_0.2mM
B3,344680,ΔvirE3,2,Bottom,0.2mM,18.394898063429423,ΔvirE3_0.2mM
B4,262408,ΔvirE3,2,Bottom,0.2mM,18.00145217832723,ΔvirE3_0.2mM
B5,258015,ΔvirE3,3,Top,0.2mM,17.97709541526579,ΔvirE3_0.2mM
B6,135971,ΔvirE3,3,Top,0.2mM,17.052939459607238,ΔvirE3_0.2mM
B7,181132,ΔvirE3,3,Top,0.2mM,17.46668191947171,ΔvirE3_0.2mM
B8,149376,ΔvirE3,3,Top,0.2mM,17.188588845707347,ΔvirE3_0.2mM
B9,131473,ΔvirE3,3,Bottom,0.2mM,17.004407024786293,ΔvirE3_0.2mM
B10,272574,ΔvirE3,3,Bottom,0.2mM,18.05628842887637,ΔvirE3_0.2mM
B11,359373,ΔvirE3,3,Bottom,0.2mM,18.455122496447313,ΔvirE3_0.2mM
B12,249551,ΔvirE3,3,Bottom,0.2mM,17.928975159450932,ΔvirE3_0.2mM
C1,277789,ΔvirE3,4,Top,0.2mM,18.083629946471554,ΔvirE3_0.2mM
C2,200876,ΔvirE3,4,Top,0.2mM,17.615945680373024,ΔvirE3_0.2mM
C3,337301,ΔvirE3,4,Top,0.2mM,18.363677069973114,ΔvirE3_0.2mM
C4,130377,ΔvirE3,4,Top,0.2mM,16.992329858479653,ΔvirE3_0.2mM
C5,207946,ΔvirE3,4,Bottom,0.2mM,17.66584940834791,ΔvirE3_0.2mM
C6,158484,ΔvirE3,4,Bottom,0.2mM,17.27397767261972,ΔvirE3_0.2mM
C7,127598,ΔvirE3,4,Bottom,0.2mM,16.961246190587442,ΔvirE3_0.2mM
C8,163553,ΔvirE3,4,Bottom,0.2mM,17.31939869699066,ΔvirE3_0.2mM
C9,220009,ΔvirE3,5,Top,0.2mM,17.747203016322146,ΔvirE3_0.2mM
C10,230752,ΔvirE3,5,Top,0.2mM,17.815983626652727,ΔvirE3_0.2mM
C11,276842,ΔvirE3,5,Top,0.2mM,18.078703306844815,ΔvirE3_0.2mM
C12,254207,ΔvirE3,5,Top,0.2mM,17.955644232262927,ΔvirE3_0.2mM
D1,202990,ΔvirE3,5,Bottom,0.2mM,17.63104913137552,ΔvirE3_0.2mM
D2,134157,ΔvirE3,5,Bottom,0.2mM,17.033562807468446,ΔvirE3_0.2mM
D3,92138,ΔvirE3,5,Bottom,0.2mM,16.49150866186972,ΔvirE3_0.2mM
D4,150125,ΔvirE3,5,Bottom,0.2mM,17.195804720367722,ΔvirE3_0.2mM
E1,272424,ΔvirE3,1,Top,2mM,18.05549428188281,ΔvirE3_2mM
E2,149236,ΔvirE3,1,Top,2mM,17.187236071401404,ΔvirE3_2mM
E3,133869,ΔvirE3,1,Top,2mM,17.030462389362096,ΔvirE3_2mM
E4,373800,ΔvirE3,1,Top,2mM,18.511907043519884,ΔvirE3_2mM
E5,301471,ΔvirE3,1,Bottom,2mM,18.20165970320087,ΔvirE3_2mM
E6,369764,ΔvirE3,1,Bottom,2mM,18.496245246097068,ΔvirE3_2mM
E7,178713,ΔvirE3,1,Bottom,2mM,17.447285057631955,ΔvirE3_2mM
E8,365902,ΔvirE3,1,Bottom,2mM,18.481097775826292,ΔvirE3_2mM
E9,100985,ΔvirE3,2,Top,2mM,16.623781489862054,ΔvirE3_2mM
E10,104749,ΔvirE3,2,Top,2mM,16.67657694555068,ΔvirE3_2mM
E11,127111,ΔvirE3,2,Top,2mM,16.955729358900548,ΔvirE3_2mM
E12,124649,ΔvirE3,2,Top,2mM,16.927511783252363,ΔvirE3_2mM
F1,55733,ΔvirE3,2,Bottom,2mM,15.766244192549792,ΔvirE3_2mM
F2,51702,ΔvirE3,2,Bottom,2mM,15.657932469263217,ΔvirE3_2mM
F3,157706,ΔvirE3,2,Bottom,2mM,17.266878023630415,ΔvirE3_2mM
F4,85997,ΔvirE3,2,Bottom,2mM,16.391998711915182,ΔvirE3_2mM
F5,136333,ΔvirE3,3,Top,2mM,17.05677528950663,ΔvirE3_2mM
F6,71303,ΔvirE3,3,Top,2mM,16.121675157397735,ΔvirE3_2mM
F7,148966,ΔvirE3,3,Top,2mM,17.184623561978366,ΔvirE3_2mM
F8,172465,ΔvirE3,3,Top,2mM,17.39594408589436,ΔvirE3_2mM
F9,65054,ΔvirE3,3,Bottom,2mM,15.989350146757621,ΔvirE3_2mM
F10,97766,ΔvirE3,3,Bottom,2mM,16.577045207101968,ΔvirE3_2mM
F11,182968,ΔvirE3,3,Bottom,2mM,17.481231826344096,ΔvirE3_2mM
F12,119126,ΔvirE3,3,Bottom,2mM,16.862128799287543,ΔvirE3_2mM
G1,249822,ΔvirE3,4,Top,2mM,17.930541004598595,ΔvirE3_2mM
G2,208499,ΔvirE3,4,Top,2mM,17.66968093868948,ΔvirE3_2mM
G3,247478,ΔvirE3,4,Top,2mM,17.916940754369996,ΔvirE3_2mM
G4,144138,ΔvirE3,4,Top,2mM,17.137091206787304,ΔvirE3_2mM
G5,200567,ΔvirE3,4,Bottom,2mM,17.613724728179687,ΔvirE3_2mM
G6,382250,ΔvirE3,4,Bottom,2mM,18.54415697602289,ΔvirE3_2mM
G7,254917,ΔvirE3,4,Bottom,2mM,17.95966806199027,ΔvirE3_2mM
G8,250228,ΔvirE3,4,Bottom,2mM,17.93288370758953,ΔvirE3_2mM
G9,286061,ΔvirE3,5,Top,2mM,18.125963296313707,ΔvirE3_2mM
G10,431277,ΔvirE3,5,Top,2mM,18.71825525364226,ΔvirE3_2mM
G11,268141,ΔvirE3,5,Top,2mM,18.0326323053733,ΔvirE3_2mM
